sex,row_number,liters_drunk,age,drink,check_number,label
М,9.0,4,15,Water,3493,1
Не указан,13.0,1,24,Bugbeer,2607,0
М,98.0,3,79,Strong beer,7321,0
М,84.0,5,15,Water,8360,1
Не указан,63.0,4,18,Water,3005,0
Не указан,58.0,0,50,Bugbeer,3649,1
Не указан,20.0,1,77,Bugbeer,5420,1
М,21.0,3,53,Fanta,1238,1
Ж,40.0,4,72,Strong beer,7871,1
М,100.0,2,48,Fanta,999,1
Не указан,41.0,0,39,Beerbeer,3616,0
Не указан,,4,64,Beerbeer,3916,0
Не указан,30.0,1,21,Cola,5370,1
Ж,87.0,1,39,Cola,8946,1
Не указан,39.0,0,36,Fanta,8761,1
Не указан,56.0,0,19,Water,974,0
Не указан,35.0,2,19,Fanta,4117,1
Не указан,27.0,1,60,Strong beer,7027,0
Ж,46.0,1,21,Cola,8449,1
Ж,0.0,3,48,Beerbeer,90,1
Ж,14.0,1,13,Cola,1225,1
М,46.0,1,62,Bugbeer,377,0
Ж,30.0,1,66,Water,8412,1
Ж,68.0,0,26,Water,8498,0
Не указан,6.0,2,51,Fanta,8365,1
Не указан,78.0,5,10,Water,1588,1
М,28.0,5,39,Bugbeer,8217,1
Ж,48.0,1,27,Bugbeer,7396,1
Не указан,86.0,2,71,Strong beer,2476,1
М,58.0,4,50,Beerbeer,368,1
М,54.0,1,58,Cola,3569,0
Не указан,64.0,5,17,Fanta,4851,1
Не указан,59.0,1,10,Cola,3233,0
Ж,5.0,2,71,Beerbeer,7293,1
Не указан,82.0,0,22,Cola,9606,1
М,38.0,4,58,Fanta,5053,1
Не указан,75.0,0,33,Bugbeer,4937,1
Ж,52.0,0,26,Strong beer,1229,0
Не указан,97.0,1,69,Beerbeer,460,0
Не указан,94.0,5,74,Strong beer,8239,1
М,100.0,0,36,Cola,4481,1
Не указан,19.0,5,24,Water,1331,0
Не указан,99.0,2,45,Strong beer,5724,1
М,51.0,4,53,Beerbeer,2266,1
Не указан,63.0,5,46,Fanta,7885,1
М,62.0,2,70,Strong beer,2146,1
М,46.0,1,14,Water,1343,1
Не указан,59.0,2,69,Water,3138,1
Не указан,68.0,1,52,Water,3767,1
Не указан,28.0,1,29,Bugbeer,1600,1
Не указан,28.0,3,16,Cola,5871,1
Не указан,93.0,4,22,Fanta,480,1
М,42.0,0,30,Strong beer,4804,0
Не указан,30.0,1,30,Beerbeer,3428,1
Не указан,75.0,2,47,Water,322,1
Не указан,25.0,2,54,Cola,1000,1
Не указан,37.0,-1,64,Cola,6420,1
Не указан,38.0,5,76,Fanta,1143,0
Ж,58.0,5,80,Beerbeer,6902,0
Не указан,8.0,5,67,Water,4025,0
М,100.0,0,49,Bugbeer,3340,1
М,15.0,4,23,Cola,9819,1
Ж,25.0,1,27,Beerbeer,6599,1
Ж,,4,35,Fanta,5057,0
Ж,,4,27,Strong beer,6888,1
Не указан,9.0,0,32,Beerbeer,5596,1
Ж,,5,77,Fanta,4950,0
Ж,86.0,1,15,Water,4894,0
М,71.0,2,49,Strong beer,4253,1
Не указан,58.0,2,23,Beerbeer,1648,0
Ж,29.0,5,73,Fanta,1628,1
Не указан,97.0,1,68,Cola,1966,0
М,45.0,4,71,Strong beer,9464,0
Не указан,57.0,4,43,Fanta,4936,1
Не указан,45.0,1,21,Beerbeer,7824,0
Ж,28.0,1,47,Fanta,3078,0
Ж,87.0,4,16,Fanta,7175,1
М,97.0,2,51,Beerbeer,2215,0
Не указан,80.0,0,20,Fanta,4844,1
М,49.0,5,49,Bugbeer,417,1
Ж,47.0,-1,41,Cola,945,0
Не указан,88.0,4,73,Strong beer,5620,1
Ж,81.0,-5,27,Strong beer,5207,1
Не указан,26.0,3,74,Bugbeer,1428,1
Ж,20.0,1,54,Cola,1736,1
Ж,78.0,0,44,Strong beer,9304,1
Ж,19.0,1,38,Cola,5321,1
Ж,9.0,-4,12,Fanta,9509,0
Ж,23.0,0,66,Water,7237,1
Ж,39.0,3,68,Cola,4561,0
Ж,10.0,4,64,Strong beer,1107,1
Не указан,20.0,4,77,Fanta,5683,1
Не указан,50.0,0,26,Strong beer,7532,0
Ж,62.0,4,57,Strong beer,2397,1
Ж,35.0,2,41,Beerbeer,6667,0
Ж,41.0,1,38,Fanta,549,0
Не указан,8.0,5,72,Strong beer,6872,1
Не указан,6.0,5,20,Cola,6375,1
Ж,41.0,5,19,Fanta,9271,1
Ж,35.0,0,59,Strong beer,4782,1
Не указан,5.0,2,59,Water,4373,1
М,41.0,2,15,Cola,2105,0
Не указан,3.0,4,38,Strong beer,8423,1
Не указан,75.0,4,12,Fanta,6070,1
Не указан,,2,38,Strong beer,9716,1
Не указан,71.0,0,68,Beerbeer,8328,0
Не указан,77.0,2,47,Fanta,9373,0
Ж,8.0,5,53,Strong beer,3526,0
Не указан,35.0,4,77,Strong beer,3900,0
Не указан,49.0,4,74,Cola,4643,0
Ж,39.0,2,66,Fanta,6188,0
Не указан,23.0,-1,29,Strong beer,6218,1
Ж,100.0,1,69,Bugbeer,5899,0
Ж,,0,51,Fanta,9583,0
Не указан,77.0,1,71,Cola,8595,0
Не указан,63.0,1,37,Fanta,3610,1
Не указан,81.0,4,35,Bugbeer,5751,1
М,35.0,0,80,Cola,8722,1
Ж,19.0,5,12,Water,4773,1
М,46.0,3,53,Water,8216,1
Ж,0.0,4,29,Water,5915,1
Не указан,74.0,2,37,Strong beer,2623,1
Не указан,97.0,5,15,Cola,7194,1
М,41.0,2,78,Cola,8802,1
Не указан,43.0,2,78,Water,9301,0
Ж,25.0,2,56,Bugbeer,215,1
Ж,,3,19,Fanta,1788,0
Не указан,41.0,1,11,Water,4238,0
М,92.0,5,41,Bugbeer,1119,1
Ж,14.0,2,20,Water,2766,0
М,96.0,-2,61,Fanta,2507,0
Ж,25.0,1,45,Cola,3997,1
Ж,17.0,4,42,Beerbeer,735,1
М,61.0,1,16,Cola,3483,1
Ж,73.0,2,59,Water,7042,0
Не указан,53.0,2,50,Beerbeer,4361,0
М,9.0,0,43,Water,8245,1
Ж,79.0,0,28,Bugbeer,2971,0
Ж,76.0,4,77,Fanta,1106,1
М,84.0,5,59,Water,292,1
Не указан,86.0,0,12,Water,7878,0
Ж,42.0,3,10,Cola,6808,1
Ж,95.0,2,17,Water,6700,1
Ж,45.0,0,12,Water,8314,0
Ж,75.0,44855051,13,Cola,4230,0
М,5.0,0,35,Water,2841,0
Не указан,97.0,1,35,Beerbeer,5016,1
Не указан,,3,59,Bugbeer,1378,0
Ж,43.0,4,31,Water,3586,0
М,79.0,3,34,Beerbeer,101,1
Не указан,45.0,-4,49,Bugbeer,1392,0
Не указан,,3,68,Water,9564,1
Ж,57.0,2,36,Fanta,7189,0
Ж,1.0,1,17,Cola,2579,1
Не указан,,4,14,Cola,4080,1
Не указан,31.0,0,67,Cola,6594,1
Не указан,10.0,2,63,Fanta,9891,1
Не указан,42.0,1,64,Fanta,3837,0
Ж,45.0,2,18,Fanta,7273,0
Ж,65.0,4,34,Water,1358,1
М,68.0,0,16,Water,1949,1
Ж,61.0,0,35,Cola,3094,0
Ж,39.0,1,77,Beerbeer,558,0
М,98.0,1,36,Strong beer,1212,0
Ж,4.0,5,65,Cola,2856,0
Не указан,51.0,3,36,Strong beer,314,1
Ж,6.0,0,55,Strong beer,7642,1
Ж,33.0,3,61,Bugbeer,526,1
Ж,87.0,1,29,Cola,1440,1
Ж,,2,42,Strong beer,9690,1
Ж,33.0,73666175,47,Beerbeer,3563,0
Не указан,59.0,3,66,Fanta,6852,1
М,50.0,1,35,Cola,4258,1
Ж,95.0,3,49,Water,4335,1
М,53.0,0,75,Fanta,1354,0
М,64.0,4,68,Bugbeer,8153,0
Ж,35.0,3,75,Strong beer,1475,1
Ж,56.0,4,34,Bugbeer,9438,1
Ж,49.0,0,32,Bugbeer,8228,1
М,31.0,1,30,Cola,2903,1
М,,5,75,Fanta,2475,1
Ж,4.0,5,59,Bugbeer,7582,0
М,58.0,2,54,Bugbeer,5503,1
Не указан,76.0,2,68,Strong beer,6367,1
Ж,68.0,89554204,51,Water,5316,1
Ж,6.0,2,33,Cola,6752,0
Ж,6.0,0,20,Fanta,7710,1
М,,0,29,Bugbeer,4979,1
М,47.0,3,74,Water,280,1
Ж,32.0,2,25,Cola,2169,1
М,47.0,1,18,Fanta,9348,1
Ж,5.0,0,42,Fanta,9560,0
Не указан,0.0,5,68,Strong beer,5618,0
Ж,56.0,2,14,Fanta,1748,1
Ж,40.0,0,73,Strong beer,1171,1
Ж,47.0,3,22,Strong beer,784,1
Ж,12.0,3,45,Bugbeer,3038,0
Не указан,96.0,5,23,Bugbeer,6779,1
Не указан,72.0,2,38,Water,6267,0
М,63.0,4,36,Cola,9883,1
Ж,36.0,13162506,19,Cola,4548,1
Не указан,87.0,3,15,Cola,2441,1
Не указан,74.0,5,43,Fanta,1419,0
Не указан,0.0,2,48,Cola,962,0
Не указан,21.0,3,49,Water,5061,1
Не указан,76.0,2,47,Strong beer,3918,1
М,34.0,37107613,29,Strong beer,8076,1
Не указан,31.0,3,48,Cola,1520,0
М,9.0,2,73,Water,5916,1
Ж,12.0,0,70,Bugbeer,6542,1
М,31.0,4,11,Water,5575,1
М,79.0,4,14,Cola,6945,1
Ж,80.0,2,46,Bugbeer,2679,0
Ж,9.0,1,25,Strong beer,5208,0
Ж,0.0,1,19,Water,5512,1
Не указан,45.0,-4,56,Water,9037,0
Не указан,71.0,4,68,Fanta,9860,1
М,44.0,5,39,Strong beer,7256,1
М,40.0,4,50,Cola,662,0
Ж,21.0,-5,21,Water,1645,0
Не указан,65.0,5,27,Bugbeer,9463,1
Ж,98.0,4,52,Cola,8849,1
Ж,,3,71,Fanta,8259,1
М,41.0,5,36,Strong beer,3920,1
Ж,56.0,2,53,Beerbeer,7575,1
Не указан,20.0,2,26,Fanta,415,1
М,11.0,2,30,Strong beer,9194,1
Не указан,59.0,3,64,Beerbeer,8830,1
Ж,65.0,-6,72,Water,8687,1
Ж,39.0,5,66,Bugbeer,2309,1
Ж,53.0,2,73,Cola,3950,0
Не указан,14.0,1,39,Bugbeer,9735,0
Не указан,3.0,0,35,Beerbeer,8676,1
М,7.0,65826830,36,Cola,7154,1
Не указан,4.0,4,56,Water,7829,1
Не указан,51.0,2,49,Beerbeer,7913,1
Не указан,22.0,4,42,Beerbeer,9288,1
М,64.0,65975203,52,Cola,2702,1
М,13.0,5,79,Strong beer,5173,0
М,83.0,45269894,10,Water,5943,0
Не указан,64.0,3,62,Cola,6692,1
Не указан,85.0,2,19,Water,4011,0
М,,2,37,Beerbeer,7902,1
Ж,62.0,1,55,Bugbeer,3509,1
М,100.0,2,25,Strong beer,6490,1
М,,3,22,Bugbeer,3403,0
Не указан,86.0,1,16,Cola,7552,0
Ж,77.0,5,49,Cola,9405,0
Не указан,85.0,2,13,Fanta,5098,1
Не указан,45.0,-1,70,Strong beer,7718,0
Ж,,-3,10,Fanta,5174,0
Ж,61.0,4,49,Beerbeer,8024,1
Не указан,63.0,5,77,Strong beer,9470,0
М,30.0,5,61,Bugbeer,7651,1
Ж,19.0,-4,46,Strong beer,9670,1
М,76.0,0,42,Strong beer,8593,0
Не указан,17.0,84641823,25,Beerbeer,7682,1
М,45.0,1,21,Fanta,899,1
Ж,43.0,1,38,Beerbeer,4958,1
Ж,72.0,1,13,Fanta,3232,1
Ж,55.0,1,49,Cola,7109,0
Ж,11.0,4,14,Fanta,4008,1
М,63.0,3,24,Cola,6286,0
Ж,66.0,2,37,Strong beer,2372,0
Не указан,52.0,1,20,Cola,1030,0
Ж,31.0,5,65,Beerbeer,4194,0
Не указан,69.0,0,16,Water,9433,0
М,23.0,37549798,56,Water,9871,0
Не указан,76.0,0,26,Cola,9245,0
М,89.0,3,14,Cola,620,1
М,22.0,5,57,Fanta,6653,1
Не указан,44.0,5,26,Beerbeer,3243,1
Ж,93.0,4,57,Fanta,7044,1
Не указан,44.0,3,49,Cola,743,1
Ж,93.0,3,57,Fanta,8897,0
М,21.0,0,62,Strong beer,1835,1
Не указан,66.0,5,15,Fanta,4765,1
М,78.0,3,38,Cola,2723,1
Ж,25.0,1,48,Strong beer,7903,0
Ж,25.0,4,23,Cola,4617,0
Не указан,1.0,5,69,Strong beer,16,0
Не указан,49.0,0,12,Fanta,2590,1
Ж,51.0,1,63,Cola,3688,1
Не указан,88.0,1,51,Water,9717,0
М,69.0,4,57,Beerbeer,1140,1
Ж,33.0,3,59,Cola,9968,0
Ж,43.0,3,24,Strong beer,865,1
Не указан,83.0,1,37,Fanta,8483,0
Не указан,82.0,1,35,Beerbeer,3757,0
М,12.0,4,51,Fanta,8841,0
М,76.0,5,60,Water,2862,0
Ж,,4,24,Strong beer,4582,1
Не указан,88.0,4,15,Water,552,1
Не указан,89.0,2,18,Fanta,2249,1
Ж,57.0,1,34,Fanta,4646,0
М,47.0,3,42,Water,3733,0
Ж,61.0,5,16,Water,525,1
Не указан,45.0,5,11,Cola,8069,1
Ж,80.0,0,70,Cola,2922,0
Ж,43.0,20164184,57,Bugbeer,6748,1
Ж,69.0,2,72,Bugbeer,3123,0
Ж,99.0,5,43,Water,8215,1
М,78.0,0,29,Cola,1570,0
М,95.0,2,26,Cola,8782,0
Ж,94.0,0,27,Strong beer,6995,1
Не указан,26.0,2,62,Cola,4975,1
Не указан,29.0,3,45,Strong beer,5505,1
М,45.0,5,24,Water,5301,0
Не указан,93.0,0,60,Water,2706,1
М,90.0,3,64,Beerbeer,7310,0
Не указан,34.0,3,21,Cola,6356,0
Не указан,80.0,3,40,Fanta,96,0
Не указан,90.0,5,25,Cola,6091,0
Ж,93.0,2,19,Cola,6757,1
Не указан,46.0,0,13,Water,4214,1
М,79.0,4,56,Beerbeer,8538,1
Не указан,10.0,5,18,Cola,3557,0
Ж,83.0,3,10,Cola,5039,1
М,86.0,3,48,Beerbeer,4321,1
Не указан,41.0,2,76,Beerbeer,8653,0
М,0.0,3,32,Bugbeer,9655,0
Ж,8.0,3,45,Bugbeer,2042,1
М,,2,61,Water,3326,1
Ж,89.0,5,52,Cola,4084,1
Не указан,90.0,2,34,Cola,8924,1
М,73.0,5,19,Fanta,2148,1
М,53.0,3,14,Fanta,2451,1
Не указан,63.0,0,62,Beerbeer,1355,0
Ж,62.0,0,33,Water,175,1
Не указан,59.0,3,79,Strong beer,275,1
М,55.0,5,80,Beerbeer,8977,0
Ж,44.0,1,53,Strong beer,6668,0
Ж,53.0,4,13,Fanta,9338,1
М,15.0,2,47,Bugbeer,3205,0
Не указан,85.0,4,69,Beerbeer,6105,0
Не указан,37.0,1,31,Beerbeer,1292,0
Ж,47.0,3,45,Beerbeer,7289,1
М,74.0,4,56,Water,7939,1
Ж,89.0,66783075,68,Bugbeer,9511,0
М,0.0,-5,50,Beerbeer,9930,1
Ж,3.0,4,33,Beerbeer,6380,1
Не указан,2.0,3,30,Strong beer,1471,1
М,52.0,3,30,Beerbeer,8366,1
Не указан,21.0,3,38,Strong beer,9361,1
М,78.0,3,62,Bugbeer,8951,1
Не указан,68.0,85294284,37,Fanta,701,1
М,82.0,3,57,Bugbeer,5558,1
Ж,27.0,1,50,Beerbeer,2715,1
М,13.0,4,15,Cola,9951,0
Не указан,36.0,5,37,Cola,7369,0
М,10.0,0,26,Fanta,1981,1
Ж,13.0,63021810,61,Fanta,6284,1
М,,84808435,48,Bugbeer,2531,0
Не указан,93.0,5,79,Bugbeer,9060,0
Не указан,6.0,3,44,Fanta,4482,1
М,73.0,4,48,Strong beer,1250,1
Ж,72.0,5,56,Beerbeer,4598,0
Не указан,69.0,5,76,Beerbeer,7446,0
М,48.0,4,10,Fanta,4591,1
Не указан,1.0,4,66,Bugbeer,2106,0
Ж,,0,27,Beerbeer,8733,1
М,49.0,5,57,Strong beer,5393,0
Не указан,19.0,8184518,50,Strong beer,7061,0
Ж,52.0,3,48,Water,2454,0
Не указан,87.0,88211801,54,Water,6551,1
М,74.0,4,64,Cola,130,1
Ж,26.0,3,73,Beerbeer,8568,0
Не указан,91.0,5,79,Water,7850,1
Ж,21.0,4,69,Bugbeer,9669,0
М,31.0,0,54,Beerbeer,40,0
Ж,5.0,-4,43,Strong beer,8832,0
Ж,47.0,3,33,Fanta,2067,0
Не указан,53.0,-5,71,Water,3090,1
М,69.0,5,76,Strong beer,4574,1
Не указан,37.0,1,10,Water,8554,1
Не указан,91.0,3,59,Cola,2871,1
Мужчина,78.0,0,14,Fanta,4612,0
М,,0,76,Water,8926,0
М,33.0,3,26,Fanta,9018,1
Не указан,55.0,3,28,Strong beer,4849,1
М,50.0,3,59,Fanta,6123,0
М,74.0,0,32,Beerbeer,7394,0
М,20.0,5,63,Cola,9558,0
Не указан,28.0,4,62,Bugbeer,7842,1
Ж,15.0,5,59,Beerbeer,7972,0
М,100.0,5,14,Water,6613,1
Не указан,99.0,-6,34,Water,1944,1
Ж,24.0,2,34,Water,5978,1
М,36.0,-2,45,Bugbeer,4951,0
Ж,34.0,0,11,Cola,8107,0
Ж,11.0,0,41,Strong beer,3379,0
М,40.0,3,51,Water,2126,1
М,48.0,3,40,Water,3127,1
Не указан,72.0,3,74,Strong beer,1531,1
Не указан,1.0,0,67,Beerbeer,5199,0
Не указан,22.0,3,39,Beerbeer,4602,1
Ж,50.0,1,24,Water,7222,1
Не указан,34.0,0,19,Cola,6857,0
Ж,9.0,0,50,Strong beer,2707,0
Ж,56.0,-6,70,Cola,6371,0
Ж,22.0,0,40,Beerbeer,9273,0
М,5.0,1,45,Cola,57,1
Не указан,31.0,4,32,Strong beer,1908,1
М,59.0,3,11,Fanta,2311,1
М,96.0,3,61,Cola,977,0
Ж,82.0,5,71,Bugbeer,6769,0
М,90.0,2,68,Water,4976,0
Не указан,24.0,0,54,Strong beer,6464,1
М,94.0,1,77,Cola,5254,0
Не указан,,5,74,Cola,2545,1
М,83.0,2,43,Cola,8723,0
Не указан,68.0,4,58,Beerbeer,5144,0
Не указан,78.0,2,46,Beerbeer,2261,0
Ж,2.0,4,47,Fanta,648,1
Ж,92.0,45438596,42,Water,6119,1
Ж,76.0,4,13,Fanta,8981,1
Ж,94.0,5,14,Cola,5251,1
Ж,73.0,0,76,Fanta,2799,0
Не указан,65.0,5,36,Beerbeer,8553,1
М,18.0,2,24,Fanta,5320,0
М,24.0,0,30,Water,2386,1
М,15.0,0,36,Cola,4534,1
Ж,85.0,5,33,Fanta,888,1
Не указан,97.0,2,58,Beerbeer,216,0
Ж,,0,44,Cola,6477,1
М,5.0,4,80,Bugbeer,7529,0
М,44.0,1,74,Water,1101,1
Не указан,36.0,5,54,Beerbeer,8808,0
Ж,31.0,69370845,53,Cola,6146,0
М,99.0,3,19,Water,6720,1
М,8.0,1,43,Cola,4208,0
Ж,32.0,0,77,Cola,65,0
Не указан,61.0,3,10,Water,5901,1
М,64.0,2,60,Beerbeer,2077,0
Ж,89.0,0,59,Beerbeer,7312,1
М,49.0,2,37,Bugbeer,7131,1
М,41.0,-4,22,Strong beer,3596,1
Ж,91.0,3,10,Water,4220,1
М,57.0,5,27,Strong beer,9040,1
Не указан,93.0,3,21,Beerbeer,5754,1
Ж,2.0,0,75,Strong beer,6938,1
Не указан,40.0,0,21,Beerbeer,6738,0
Ж,55.0,2,71,Bugbeer,413,0
Не указан,85.0,1,30,Fanta,1671,0
Ж,63.0,0,17,Fanta,978,1
Ж,96.0,1,41,Bugbeer,8070,1
Ж,9.0,1,29,Water,4112,1
Ж,86.0,3,60,Beerbeer,691,1
Ж,9.0,4,20,Water,3785,0
Ж,52.0,26951146,44,Fanta,2726,0
Не указан,46.0,4,15,Fanta,611,0
М,99.0,5,52,Beerbeer,2995,0
Не указан,38.0,5,44,Bugbeer,5797,1
Ж,82.0,3,61,Fanta,1075,0
Ж,,1,72,Beerbeer,2837,0
Ж,94.0,3,52,Water,2384,1
Ж,41.0,0,72,Beerbeer,4728,1
М,44.0,2,29,Fanta,1719,1
М,11.0,4,13,Fanta,1093,1
Ж,58.0,5,69,Strong beer,4633,0
Не указан,7.0,2,22,Cola,3737,0
Не указан,40.0,2,28,Water,8956,1
Ж,29.0,4,70,Water,7008,1
Не указан,31.0,5,37,Water,946,0
Ж,20.0,2,19,Fanta,858,0
Ж,21.0,5,36,Water,3961,1
Ж,16.0,22065106,69,Fanta,1334,1
Не указан,86.0,2,26,Beerbeer,8461,1
Ж,76.0,3,12,Fanta,3266,1
Не указан,28.0,3,39,Beerbeer,7596,1
М,,0,16,Water,6258,0
М,24.0,0,50,Water,4338,1
М,92.0,3,78,Beerbeer,2242,0
М,65.0,5,80,Fanta,9498,1
Ж,82.0,1,33,Water,9120,1
Ж,16.0,2,44,Beerbeer,6287,0
М,77.0,5,34,Fanta,4890,1
Ж,63.0,2,69,Beerbeer,9926,1
М,18.0,5,60,Cola,6805,1
Не указан,61.0,1,16,Fanta,6647,1
Ж,22.0,-4,60,Strong beer,1532,0
Ж,30.0,3640002,63,Cola,7195,0
Ж,34.0,5,62,Strong beer,5847,0
Не указан,15.0,0,67,Water,4138,1
Ж,,0,51,Cola,8198,0
Ж,18.0,3,53,Water,3385,0
М,77.0,5,73,Cola,6656,0
Не указан,60.0,5,80,Cola,1047,0
Ж,80.0,4,57,Bugbeer,8293,0
Ж,79.0,73759842,51,Cola,70,0
Не указан,88.0,0,53,Beerbeer,6046,0
Ж,53.0,2,22,Bugbeer,4613,0
Не указан,98.0,-5,76,Bugbeer,9841,1
М,44.0,0,50,Bugbeer,7094,1
Не указан,52.0,5,73,Strong beer,3477,0
Не указан,26.0,3,80,Cola,7753,0
М,14.0,3,57,Strong beer,2409,0
Не указан,96.0,2,37,Bugbeer,3552,0
М,77.0,0,24,Beerbeer,3330,1
Ж,,5,44,Cola,8939,0
Не указан,78.0,1,19,Water,9949,1
Ж,84.0,0,13,Water,6726,1
Не указан,85.0,87848866,41,Strong beer,3418,1
Ж,48.0,1,11,Cola,5720,0
Ж,92.0,2,19,Water,553,1
М,5.0,1,54,Water,5383,0
Ж,63.0,2,24,Strong beer,5530,1
Ж,,1,10,Water,594,0
Не указан,63.0,1,15,Fanta,5037,0
Ж,39.0,5,50,Strong beer,4292,1
М,51.0,5,76,Beerbeer,4939,1
Ж,21.0,1,32,Cola,6076,0
Не указан,98.0,5,51,Fanta,4274,0
Ж,68.0,3,10,Water,446,1
Не указан,66.0,3,23,Water,1856,1
Ж,65.0,3,73,Bugbeer,8768,0
Ж,17.0,1,27,Fanta,9848,1
Ж,12.0,5,60,Beerbeer,7472,1
Не указан,50.0,2,56,Fanta,9453,1
Ж,99.0,39955771,42,Fanta,3638,0
Ж,11.0,1,37,Beerbeer,6030,1
Не указан,9.0,4,60,Strong beer,9870,0
М,21.0,2,74,Cola,2360,0
Не указан,80.0,3,67,Beerbeer,2961,1
Не указан,93.0,54161514,13,Fanta,5684,0
М,92.0,0,77,Water,1182,1
Ж,4.0,15280263,22,Bugbeer,295,1
М,64.0,1,72,Cola,8134,0
Не указан,14.0,1,14,Fanta,4366,1
М,6.0,1,62,Cola,9988,1
Не указан,48.0,4,25,Beerbeer,8342,1
Не указан,37.0,4,50,Fanta,7800,0
Не указан,74.0,2,47,Water,6429,1
Ж,31.0,4,40,Fanta,1041,1
Ж,11.0,5,63,Water,5233,1
М,42.0,4,23,Cola,9973,0
М,41.0,3,42,Strong beer,7374,1
Ж,75.0,0,17,Fanta,6051,0
Ж,90.0,4,64,Fanta,2358,0
Не указан,89.0,0,29,Water,5077,1
Ж,34.0,1,37,Fanta,3830,1
Ж,83.0,5,20,Cola,7738,0
Не указан,17.0,4,58,Water,4462,1
Ж,91.0,1,23,Strong beer,5230,1
Ж,,28048629,61,Beerbeer,2733,0
Ж,70.0,0,17,Water,3317,0
Ж,40.0,2,11,Water,5728,1
М,,5,75,Strong beer,1020,0
Ж,76.0,1,13,Fanta,418,1
Ж,8.0,5,60,Beerbeer,6950,1
Не указан,57.0,5,24,Cola,2559,1
М,90.0,3,60,Fanta,3986,1
Ж,34.0,5,74,Bugbeer,6537,1
М,71.0,4,33,Bugbeer,163,1
Ж,39.0,2,76,Cola,2921,0
Ж,52.0,5,18,Fanta,3276,0
Ж,73.0,3,36,Beerbeer,4828,1
Не указан,13.0,0,19,Water,1151,1
Ж,9.0,0,46,Cola,2219,0
М,69.0,3,13,Cola,3053,1
Не указан,29.0,2,69,Beerbeer,7663,0
М,15.0,0,30,Cola,8376,1
М,36.0,4,31,Strong beer,5108,1
М,,2,21,Bugbeer,3777,1
Не указан,23.0,1,72,Fanta,6964,0
Ж,26.0,5,41,Beerbeer,8737,1
Не указан,38.0,3,63,Bugbeer,2127,1
Не указан,59.0,5,43,Strong beer,3636,1
М,50.0,3,42,Fanta,6063,1
М,79.0,5,56,Water,3061,0
Не указан,54.0,3,21,Water,7557,0
М,62.0,2,32,Fanta,1480,1
Не указан,42.0,2,60,Beerbeer,5958,0
М,,1,31,Bugbeer,9770,1
М,33.0,5,37,Bugbeer,4956,1
Не указан,97.0,5,65,Bugbeer,6819,0
Ж,40.0,-2,34,Cola,7600,0
Ж,,4,53,Strong beer,7277,0
Ж,,0,80,Cola,9686,0
Не указан,81.0,15170433,34,Fanta,3402,0
Не указан,46.0,2,17,Cola,9390,0
Ж,66.0,80822050,48,Strong beer,8510,1
Ж,58.0,5,26,Fanta,2383,0
Не указан,91.0,4,62,Bugbeer,2432,1
М,55.0,5,30,Strong beer,1741,1
М,47.0,1,26,Fanta,8628,1
Ж,35.0,2,27,Cola,9760,0
Ж,14.0,2,25,Cola,6278,1
Ж,19.0,3,23,Water,8789,0
Не указан,41.0,5,43,Strong beer,6213,1
Ж,70.0,3,25,Cola,804,1
Не указан,88.0,3,60,Water,6096,1
Не указан,,2,56,Fanta,68,1
Не указан,71.0,1,46,Water,9192,0
Ж,53.0,0,22,Cola,3708,0
Ж,43.0,-2,49,Fanta,2010,1
М,6.0,3,41,Beerbeer,4207,0
Ж,1.0,5,21,Cola,657,0
М,6.0,1,70,Water,4694,0
М,30.0,3,41,Bugbeer,4547,0
Не указан,92.0,4,67,Cola,488,0
Не указан,99.0,0,18,Fanta,2064,0
М,99.0,1,78,Bugbeer,8176,0
Не указан,61.0,3,53,Water,2530,1
М,,3,19,Water,9368,0
Не указан,51.0,5,73,Bugbeer,5784,1
М,25.0,5,71,Bugbeer,2287,1
Не указан,32.0,2,19,Water,1424,1
Ж,28.0,2,57,Cola,3762,1
Не указан,55.0,1,19,Fanta,7659,0
М,62.0,4,41,Cola,9992,0
Ж,27.0,1,33,Water,7944,1
Ж,9.0,1,41,Beerbeer,4918,1
Ж,71.0,0,33,Strong beer,5922,0
Ж,65.0,5,41,Bugbeer,3223,1
Не указан,55.0,3,41,Strong beer,7371,1
Не указан,30.0,5,29,Water,8364,0
Не указан,42.0,1,44,Strong beer,8934,0
Не указан,64.0,0,28,Beerbeer,3332,1
Не указан,70.0,2,58,Water,3331,1
Не указан,21.0,1,58,Cola,9543,0
Не указан,4.0,1,67,Water,2802,0
М,18.0,2,48,Beerbeer,7408,1
Ж,32.0,4,13,Fanta,1137,1
Не указан,8.0,2,47,Bugbeer,3879,1
Не указан,78.0,4,54,Beerbeer,1213,1
Не указан,42.0,1,34,Cola,7162,0
М,11.0,2,42,Water,9267,0
Не указан,26.0,4,51,Beerbeer,8227,0
М,64.0,5,59,Water,7624,1
М,29.0,2,42,Bugbeer,2850,0
М,27.0,3,29,Strong beer,7982,1
М,37.0,0,28,Strong beer,9144,1
Не указан,0.0,1,73,Fanta,5060,0
Ж,38.0,1,29,Water,6559,1
Не указан,90.0,-4,35,Beerbeer,35,1
Ж,59.0,2,59,Cola,7967,0
М,94.0,5,11,Water,5436,1
Ж,48.0,1,15,Water,3617,1
М,38.0,1,47,Fanta,2642,0
Ж,51.0,2,54,Water,2185,1
